,X_O2
0,0.06809999989326683
1,0.0680999990600848
2,0.0680999967752066
3,0.06809999052377003
4,0.0680999765910783
5,0.06809995993907092
6,0.06809994162378677
7,0.06809991891674108
8,0.06809988182918282
9,0.06809983747020261
10,0.0680997707692395
11,0.0680997014777354
12,0.06809959998734713
13,0.06809946666664562
14,0.06809929849448393
15,0.06809907134296801
16,0.06809879143200236
17,0.06809835792486903
18,0.06809749965565651
19,0.06809550998998967
20,0.06809188201284479
21,0.06808851937046997
22,0.0680854111410821
23,0.06808138475800518
24,0.06807609601719285
25,0.06807371165337651
26,0.06807255385178496
27,0.06807193212282013
28,0.06807151373750094
29,0.06807128972174915
30,0.06807074084897642
31,0.06806767516015785
32,0.06806416820656995
33,0.06806143875319436
34,0.06805966935163907
35,0.06805756689199366
36,0.0680551305572844
37,0.06805355931302641
38,0.0680529093768834
39,0.06805271889446432
40,0.06805266499375694
41,0.06805248740963069
42,0.06805237326549543
43,0.06805233062025033
44,0.06805231372945804
45,0.06805231015012636
46,0.06805230947310252
