,X_O2
0,0.06809999992267375
1,0.06809999944211856
2,0.06809999840676652
3,0.06809999502504488
4,0.06809998775568067
5,0.0680999716810371
6,0.06809994957641295
7,0.06809991583391507
8,0.06809987190566133
9,0.06809980784990184
10,0.06809974136779867
11,0.06809964249542452
12,0.06809952377235445
13,0.06809936869364278
14,0.06809915683822812
15,0.0680988396340432
16,0.06809825129824895
17,0.0680973439418821
18,0.06809547682614704
19,0.06809262605744826
20,0.06809092834899508
21,0.06809006747772893
22,0.0680894591427361
23,0.06808920961546157
24,0.0680889785113955
25,0.06808796554646393
26,0.06808601918427339
27,0.06808424233609381
28,0.06808340885841316
29,0.06808312573672867
30,0.06808228900189851
31,0.06808116479666447
32,0.06808041534204007
33,0.06808001296578085
34,0.06807980197438086
35,0.06807971726822147
36,0.06807961111384589
37,0.06807956684622415
38,0.06807955613895544
39,0.06807955408825207
40,0.06807955364570993
41,0.06807955360848457
